mismatch_location,s2id,lat,lon,label,sublabel,iso3,distance_from_shore_m,label_source,drift_radius,total_visits,unique_total_ssvid,unique_active_ssvid,active_ssvid_days,unique_stationary_ssvid,stationary_ssvid_days,stationary_fishing_ssvid_days,unique_stationary_fishing_ssvid,top_destination,dock,source
Only in scratch_amanda,8d60aa3f,0.8831471766287825,-50.04186922283182,MACAPA,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,8d60aa19,0.8757234408125186,-50.03673426226738,MACAPA,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,8d60a98b,0.868432933817514,-50.04186922283182,MACAPA,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,929e1ca1,-0.0563472312617247,-51.16115373942904,MACAPA,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,929e1c7f,-0.0563265314803583,-51.135018708077325,MACAPA,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,929e1b41,-0.0709057292877648,-51.16115373942904,MACAPA,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,8d60aa17,0.8794019398884165,-50.03673426226737,MACAPA,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,929e1b4d,-0.067280265049376,-51.17683983296524,MACAPA,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,929e1c83,-0.0563348117942769,-51.14547145151727,MACAPA,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,929e1b5d,-0.0636255946156933,-51.16115373942904,MACAPA,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,929e1b6b,-0.0709005200253132,-51.15592588718465,MACAPA,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,8d60aa23,0.875789197295684,-50.04186922283182,MACAPA,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,8d60aa21,0.8721108510582988,-50.04186922283182,MACAPA,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,929e1b47,-0.0709109383811742,-51.16638201452059,MACAPA,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,929e1ca9,-0.0563555102353608,-51.171610712389345,MACAPA,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,8d60aa1b,0.8756576828896248,-50.031599738579075,MACAPA,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,929e1b81,-0.0599641549172232,-51.135018708077325,MACAPA,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,929e1cf3,-0.0417866072529133,-51.14547145151727,MACAPA,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,929e1cf5,-0.0417835363209655,-51.140244868233935,MACAPA,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,8d60aa2f,0.8759207059304925,-50.052140454351616,MACAPA,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,929e1c67,-0.0454129792571789,-51.129792971117126,MACAPA,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,929e0351,-0.0527280738945603,-51.18729934195804,MACAPA,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,929e1c9f,-0.0563430915733043,-51.15592588718465,MACAPA,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,929e1ca5,-0.052712586153306,-51.16638201452059,MACAPA,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,8d60a981,0.8686285381995154,-50.05727672518796,MACAPA,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,929e1c97,-0.0490670343659695,-51.15592588718464,MACAPA,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,929e1c7d,-0.0526893507697374,-51.135018708077325,MACAPA,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,929e1caf,-0.052716458277871,-51.171610712389345,MACAPA,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,8d60aa33,0.8796660616162421,-50.05727672518796,MACAPA,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,8d60aa47,0.8868933931498068,-50.04700462021304,MACAPA,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,8d60aa1f,0.8720453706692449,-50.03673426226737,MACAPA,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,929e1c93,-0.0454263321632709,-51.15069845785744,MACAPA,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,929e1c65,-0.0490490071363601,-51.12979297111713,MACAPA,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,929e1c63,-0.0490526128148353,-51.135018708077325,MACAPA,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,929e1c87,-0.0526932236465438,-51.14024486823394,MACAPA,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,929e1b45,-0.0672703822116459,-51.16638201452059,MACAPA,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,929e1cb1,-0.0490778493034505,-51.17161071238934,MACAPA,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,8d60aa15,0.8830808678640611,-50.03673426226737,MACAPA,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,8d60aa3d,0.8794679724968067,-50.04186922283182,MACAPA,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,929e1b7b,-0.0636115709299964,-51.14547145151726,MACAPA,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,929e1b79,-0.0636068960657992,-51.140244868233935,MACAPA,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,929e1b7d,-0.0599729699812945,-51.14547145151727,MACAPA,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,929e1b69,-0.0672604987314895,-51.15592588718465,MACAPA,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,8d60a987,0.8685633381746055,-50.052140454351616,MACAPA,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,929e1b5f,-0.0599861915091684,-51.16115373942904,MACAPA,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,929e0357,-0.0563679276847462,-51.18729934195804,MACAPA,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,929e1b55,-0.0599994117499592,-51.17683983296524,MACAPA,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,929e1c7b,-0.052685477768224,-51.129792971117126,MACAPA,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,929e1c8b,-0.0454196559255389,-51.140244868233935,MACAPA,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,929e1c9d,-0.0563389517507538,-51.15069845785744,MACAPA,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,929e1b53,-0.0636396169362182,-51.17683983296524,MACAPA,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,929e1c61,-0.0454163176451053,-51.135018708077325,MACAPA,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,8d60a9f5,0.8683677294914502,-50.03673426226737,MACAPA,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,929e1b63,-0.0599773772999003,-51.15069845785744,MACAPA,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,8d60aa35,0.8833460941806845,-50.05727672518796,MACAPA,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,929e1c8d,-0.0454229940983154,-51.14547145151727,MACAPA,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,929e1b49,-0.0709161473052852,-51.171610712389345,MACAPA,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,929e1cab,-0.0563596495201689,-51.17683983296524,MACAPA,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,929e1c99,-0.052704841526817,-51.15592588718465,MACAPA,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,929e1c85,-0.0526970963984528,-51.14547145151726,MACAPA,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,929e034d,-0.0490850586753625,-51.18206937617819,MACAPA,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,8d60aa37,0.883279789790205,-50.052140454351616,MACAPA,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,929e1b4f,-0.0672753237109358,-51.171610712389345,MACAPA,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,929e1c5f,-0.0417804652899794,-51.135018708077325,MACAPA,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,929e1c9b,-0.0527009690252741,-51.15069845785744,MACAPA,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,8d60aa25,0.8758549523360368,-50.04700462021304,MACAPA,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,929e0353,-0.0527242021486887,-51.18206937617819,MACAPA,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,929e1c89,-0.0490562183772111,-51.140244868233935,MACAPA,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,929e1b83,-0.0636022210508359,-51.135018708077325,MACAPA,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,929e1cb3,-0.0490814540481657,-51.17683983296524,MACAPA,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,8d60a989,0.8684981367129184,-50.047004620213045,MACAPA,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,929e1b51,-0.0636349429814458,-51.171610712389345,MACAPA,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,07014567,-9.677178638761086,-35.73249818357618,MACEIO,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,07014545,-9.687223005955577,-35.72703771199883,MACEIO,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,0701450d,-9.669737866456831,-35.71611564820992,MACEIO,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,07014565,-9.672482694413048,-35.73249818357618,MACEIO,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,0701453f,-9.683828433085152,-35.71611564820992,MACEIO,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,07014515,-9.67913125979195,-35.71611564820992,MACEIO,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,0701457b,-9.66778706786974,-35.73249818357618,MACEIO,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,07014513,-9.674434404217417,-35.71611564820992,MACEIO,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,07014573,-9.669087644475264,-35.72157686684358,MACEIO,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,07014547,-9.687874487137728,-35.72157686684358,MACEIO,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,07014571,-9.668437378267866,-35.72703771199883,MACEIO,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,0701456f,-9.673133308573329,-35.72703771199883,MACEIO,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,0701456d,-9.67378387851983,-35.72157686684358,MACEIO,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,96185d69,-41.775527777777775,-73.07022222222221,MACHIL,,CHL,0.0,anchorage_overrides,,,,,,0,,,0,,,CHL
Only in scratch_amanda,9666591d,-35.356500000000004,-72.45649166666666,MAGUILLINES,,CHL,0.0,anchorage_overrides,,,,,,0,,,0,,,CHL
Only in scratch_amanda,963d9a01,-40.6045,-73.74383888888889,MAICOLPUE,,CHL,0.0,anchorage_overrides,,,,,,0,,,0,,,CHL
Only in scratch_amanda,96159cd9,-39.45558055555556,-73.26297222222222,MAIQUILLAHUE,,CHL,0.0,anchorage_overrides,,,,,,0,,,0,,,CHL
Only in scratch_amanda,968e9397,-31.26417222222222,-71.63257222222222,MAITENCILLO,,CHL,0.0,anchorage_overrides,,,,,,0,,,0,,,CHL
Only in scratch_amanda,9052abad,-7.7014,-79.43515,MALABRIGO,,PER,0.0,anchorage_overrides,,,,,,0,,,0,,,PER
Only in scratch_amanda,9052abb5,-7.698730483870968,-79.44470731182795,MALABRIGO,,PER,0.0,anchorage_overrides,,,,,,0,,,0,,,PER
Only in scratch_amanda,9052abcb,-7.698216315789473,-79.44885276315789,MALABRIGO,,PER,0.0,anchorage_overrides,,,,,,0,,,0,,,PER
Only in scratch_amanda,9697c135,-27.627044444444444,-70.90645,MALDONADO,,CHL,0.0,anchorage_overrides,,,,,,0,,,0,,,CHL
Only in scratch_amanda,962283c9,-41.88227777777778,-73.52194444444444,MANAO,,CHL,0.0,anchorage_overrides,,,,,,0,,,0,,,CHL
Only in scratch_amanda,90369153,-4.1058617220987115,-81.06920098714104,MANCORA,,PER,0.0,anchorage_overrides,,,,,,0,,,0,,,PER
Only in scratch_amanda,9036914d,-4.1044012,-81.0640228,MANCORA,,PER,0.0,anchorage_overrides,,,,,,0,,,0,,,PER
Only in scratch_amanda,903693ff,-4.103863329787233,-81.07716289680852,MANCORA,,PER,0.0,anchorage_overrides,,,,,,0,,,0,,,PER
Only in scratch_amanda,903696ab,-4.100341,-81.072534859375,MANCORA,,PER,0.0,anchorage_overrides,,,,,,0,,,0,,,PER
Only in scratch_amanda,9947fba5,-27.153566666666663,-109.43907222222222,MANGA PIKO,,CHL,0.0,anchorage_overrides,,,,,,0,,,0,,,CHL
Only in scratch_amanda,9947fbab,-27.147105555555555,-109.43060277777778,MANGA ROA,,CHL,0.0,anchorage_overrides,,,,,,0,,,0,,,CHL
Only in scratch_amanda,9619ac8b,-41.75595833333333,-72.66388611111111,MANIHUEICO,,CHL,0.0,anchorage_overrides,,,,,,0,,,0,,,CHL
Only in scratch_amanda,963d0cd7,-40.891,-73.85058333333333,MANQUEMAPU,,CHL,0.0,anchorage_overrides,,,,,,0,,,0,,,CHL
Only in scratch_amanda,902be6e1,-0.932,-80.698,MANTA,,ECU,0.0,anchorage_overrides,,,,,,0,,,0,,,ECU
Only in scratch_amanda,902be71f,-0.9307,-80.698,MANTA,,ECU,0.0,anchorage_overrides,,,,,,0,,,0,,,ECU
Only in scratch_amanda,9621def1,-42.944,-73.52755555555555,MAPUE,,CHL,0.0,anchorage_overrides,,,,,,0,,,0,,,CHL
Only in scratch_amanda,9622ef91,-41.86563888888889,-74.0125,MAR BRAVA,,CHL,0.0,anchorage_overrides,,,,,,0,,,0,,,CHL
Only in scratch_amanda,07005ff9,-9.015014681464605,-35.2120992999462,MARAGOGI,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,0700f557,-9.0144144680774,-35.21759444586519,MARAGOGI,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,0700f555,-9.009740182060192,-35.21759444586519,MARAGOGI,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,0700f567,-9.027838161322132,-35.2230892276834,MARAGOGI,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,0700f55d,-9.023163178759312,-35.2230892276834,MARAGOGI,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,0700f54f,-9.013213910012524,-35.22858364529652,MARAGOGI,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,0700f553,-9.009140225820556,-35.2230892276834,MARAGOGI,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,0700f543,-9.022562275947818,-35.22858364529652,MARAGOGI,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,0700f551,-9.013814210915765,-35.2230892276834,MARAGOGI,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,0700f545,-9.017887926738268,-35.22858364529651,MARAGOGI,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,07005ff7,-9.019689600972644,-35.2120992999462,MARAGOGI,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,0700f55b,-9.018488528592927,-35.22308922768341,MARAGOGI,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,0700f559,-9.019089086682005,-35.21759444586519,MARAGOGI,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,0700f569,-9.027236957548409,-35.22858364529651,MARAGOGI,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,00b93ca9,-20.99788069668392,-40.804508227047855,MARATAIZES,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,00b93ca1,-20.9949567395007,-40.814631104681155,MARATAIZES,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,00b93b5b,-21.006187403182217,-40.80956988890403,MARATAIZES,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,00b93b45,-21.011071816953255,-40.80956988890403,MARATAIZES,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,00b93ca7,-20.996418742770505,-40.80956988890403,MARATAIZES,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,00b93b41,-21.014493175691225,-40.814631104681155,MARATAIZES,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,00b93b67,-21.003262239828068,-40.8196918743277,MARATAIZES,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,00b93b47,-21.015956286283306,-40.80956988890403,MARATAIZES,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,00b93b43,-21.0096089831327,-40.814631104681155,MARATAIZES,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,00b93b5d,-21.00472484617256,-40.814631104681155,MARATAIZES,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,00b93b49,-21.017419347430675,-40.804508227047855,MARATAIZES,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,00b93b51,-21.007649910791336,-40.80450822704785,MARATAIZES,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,00b93b57,-21.00276527586447,-40.804508227047855,MARATAIZES,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,00b93b5f,-20.99984076492412,-40.814631104681155,MARATAIZES,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,00b93b69,-21.00814609995524,-40.8196918743277,MARATAIZES,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,00b93b59,-21.001303045083525,-40.80956988890403,MARATAIZES,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,00b93b4f,-21.012534601351188,-40.80450822704785,MARATAIZES,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,90497efb,-5.707204240740744,-80.86055495185184,MATA CAVALLO,,PER,0.0,anchorage_overrides,,,,,,0,,,0,,,PER
Only in scratch_amanda,90497e57,-5.708566006135182,-80.85247410017331,MATA CAVALLO,,PER,0.0,anchorage_overrides,,,,,,0,,,0,,,PER
Only in scratch_amanda,90497ef5,-5.717429499106507,-80.85879001088148,MATA CAVALLO,,PER,0.0,anchorage_overrides,,,,,,0,,,0,,,PER
Only in scratch_amanda,90497e59,-5.714308114485789,-80.8527402888481,MATA CAVALLO,,PER,0.0,anchorage_overrides,,,,,,0,,,0,,,PER
Only in scratch_amanda,90497eed,-5.717027508889956,-80.86909371672272,MATA CAVALLO,,PER,0.0,anchorage_overrides,,,,,,0,,,0,,,PER
Only in scratch_amanda,9663d6c1,-33.96239166666667,-71.87688333333332,MATANZAS,,CHL,0.0,anchorage_overrides,,,,,,0,,,0,,,CHL
Only in scratch_amanda,9669c41d,-37.00779166666667,-73.18568611111111,MAULE,,CHL,0.0,anchorage_overrides,,,,,,0,,,0,,,CHL
Only in scratch_amanda,07b39f87,-5.518098832079747,-35.25055767161453,MAXARANGUAPE,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,07b3a031,-5.531274384952004,-35.25055767161453,MAXARANGUAPE,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,07b3a029,-5.522490287642151,-35.25055767161453,MAXARANGUAPE,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,07b39f85,-5.513707772006526,-35.25055767161453,MAXARANGUAPE,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,07b3a1d5,-5.521746524979817,-35.26154249683589,MAXARANGUAPE,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,07b3a1cd,-5.530529453980089,-35.26154249683589,MAXARANGUAPE,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,07b3a1d3,-5.5261377918235395,-35.26154249683589,MAXARANGUAPE,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,07b39f81,-5.517727255886658,-35.25605026664002,MAXARANGUAPE,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,07b3a02f,-5.526882138623118,-35.25055767161453,MAXARANGUAPE,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,07b3a033,-5.530901932585032,-35.25605026664002,MAXARANGUAPE,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,07b39f79,-5.512965177513303,-35.26154249683588,MAXARANGUAPE,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,07b3a02b,-5.522118419408655,-35.25605026664002,MAXARANGUAPE,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,07b3a02d,-5.526509978331656,-35.25605026664002,MAXARANGUAPE,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,07b39f7f,-5.517355653519543,-35.26154249683589,MAXARANGUAPE,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,07b39f83,-5.513336487836275,-35.25605026664002,MAXARANGUAPE,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,9618bcaf,-42.31583333333333,-73.2685,MECHUQUE,,CHL,0.0,anchorage_overrides,,,,,,0,,,0,,,CHL
Only in scratch_amanda,96159dbb,-39.43581111111111,-73.21554444444445,MEHUIN,,CHL,0.0,anchorage_overrides,,,,,,0,,,0,,,CHL
Only in scratch_amanda,96159db3,-39.444766666666666,-73.21621666666667,MEHUIN BAJO,,CHL,0.0,anchorage_overrides,,,,,,0,,,0,,,CHL
Only in scratch_amanda,9619b4d3,-41.59001944444445,-72.70494722222223,METRI,,CHL,0.0,anchorage_overrides,,,,,,0,,,0,,,CHL
Only in scratch_amanda,963deeb3,-40.35075555555556,-73.74384722222223,MILAGRO,,CHL,0.0,anchorage_overrides,,,,,,0,,,0,,,CHL
Only in scratch_amanda,9641f9c5,-37.55806944444444,-73.6387138888889,MILLONGUE,,CHL,0.0,anchorage_overrides,,,,,,0,,,0,,,CHL
Only in scratch_amanda,96159c4d,-39.44811111111111,-73.21621666666667,MISSISSIPI,,CHL,0.0,anchorage_overrides,,,,,,0,,,0,,,CHL
Only in scratch_amanda,31a1c9f1,9.4245032,106.1699898,MO O FISHING PORT,,VNM,0.0,anchorage_overrides,,,,,,0,,,0,,,VNM
Only in scratch_amanda,96623855,-33.60266666666667,-71.61426666666667,MOLITO,,CHL,0.0,anchorage_overrides,,,,,,0,,,0,,,CHL
Only in scratch_amanda,9689dd41,-32.956833333333336,-71.54988888888889,MONTEMAR,,CHL,0.0,anchorage_overrides,,,,,,0,,,0,,,CHL
Only in scratch_amanda,9641ef7b,-37.723036111111114,-73.66187777777779,MORHUILLA,,CHL,0.0,anchorage_overrides,,,,,,0,,,0,,,CHL
Only in scratch_amanda,9619b307,-41.64624444444444,-72.66779166666667,MORRO CHAICAS,,CHL,0.0,anchorage_overrides,,,,,,0,,,0,,,CHL
Only in scratch_amanda,9691c9ad,-29.94119166666667,-71.33491666666666,MUELLE  COQUIMBO II,,CHL,0.0,anchorage_overrides,,,,,,0,,,0,,,CHL
Only in scratch_amanda,bd8cda75,-45.400669444444446,-72.70268333333334,"MUELLE AGUAS QUIETAS, PUERTO AYSEN",,CHL,0.0,anchorage_overrides,,,,,,0,,,0,,,CHL
Only in scratch_amanda,bdb26679,-53.096111111111114,-70.87472222222222,MUELLE ARTESANAL BARRANCO AMARILLO,,CHL,0.0,anchorage_overrides,,,,,,0,,,0,,,CHL
Only in scratch_amanda,9669e21f,-37.23066666666667,-73.4461,MUELLE ARTESANAL DE TUBUL,,CHL,0.0,anchorage_overrides,,,,,,0,,,0,,,CHL
Only in scratch_amanda,bd8c62cd,-45.165277777777774,-73.52388888888889,"MUELLE ARTESANAL, PUERTO AGUIRRE",,CHL,0.0,anchorage_overrides,,,,,,0,,,0,,,CHL
Only in scratch_amanda,915213f5,-20.234383333333337,-70.15104166666667,MUELLE CALETA CAVANCHA,,CHL,0.0,anchorage_overrides,,,,,,0,,,0,,,CHL
