s2id,latitude,longitude,label,sublabel,iso3
9104332d,-12.011626847305147,-77.19719756064542,Callao,,PER
91043329,-12.007327004510161,-77.20254374758434,Callao,,PER
9105ba53,-12.253324251594996,-76.96667361951062,CONCHAN,,PER
9105cb77,-12.058700265755009,-77.15187907372798,Callao,,PER
9110633b,-13.831989886218958,-76.25673383327043,Paracas,,PER
91ab83d7,-9.102219978784067,-78.60322208902154,Chimbote,,PER
91ab83d9,-9.101602310465406,-78.59705484196331,Chimbote,,PER
910688c9,-11.580407887527832,-77.27822360500132,Chancay,,PER
910688cf,-11.575916453509683,-77.27855335367555,Chancay,,PER
91aa1667,-10.083520384475571,-78.18282791967982,Huarney,,PER
91107b1d,-13.761344010162997,-76.30287529061727,PISCO,,PER
9052aa53,-7.69536111111,-79.4359166667,Malabrigo,,PER
9105cd67,-11.963582435432107,-77.16954365855962,Callao,,PER
9104333b,-12.018437288567258,-77.20937859487732,Callao,,PER
91043339,-12.023904655409837,-77.2098026251678,Callao,,PER
9104333f,-12.024470302025803,-77.21467508411988,Callao,,PER
9104333d,-12.018488773901398,-77.21451894373956,Callao,,PER
9116897f,-15.236293244345621,-75.24455833407289,San Nicolas,,PER
91168979,-15.236803831892868,-75.24053464757841,San Nicolas,,PER
910688b9,-11.5852777778,-77.2731388889,Chancay,,PER
9141577d,-17.041502533260374,-72.00733517590982,MOLLENDO,,PER
9141577b,-17.04293668610609,-72.0065897859506,MOLLENDO,,PER
911064bb,-13.788529678845418,-76.25501126636013,PISCO,,PER
904ce245,-6.956581897959556,-79.85818026860454,ETEN,,PER
911013bd,-13.469038560132098,-76.20350416975019,TAMBO DE MORA,,PER
911013a3,-13.47376685716275,-76.20330920693067,TAMBO DE MORA,,PER
904ce269,-6.966937650161343,-79.86181065031894,ETEN,,PER
904ce26f,-6.967693548478756,-79.86214610405612,ETEN,,PER
904971cf,-5.81432564845166,-81.038490974866,Bajovar,,PER
91415b3b,-16.98819973737144,-72.12668059945365,MATARANI,,PER
91415b25,-16.993741332905593,-72.12675866700094,MATARANI,,PER
91415b31,-16.98901693339561,-72.13200262636886,MATARANI,,PER
91415b2f,-16.994151319637748,-72.1319048824192,MATARANI,,PER
91057561,-12.4799166667,-76.7997222222,Pucusana,,PER
9033f727,-3.625263842603157,-80.59125632880335,Caleta Cruz,,PER
91107ad3,-13.750479908771116,-76.27355328270414,PISCO,,PER
9110652b,-13.754466341458558,-76.26896956649679,PISCO,,PER
91107ad5,-13.754861173882755,-76.2729087329932,PISCO,,PER
9110652d,-13.751216900112958,-76.26876991398797,PISCO,,PER
91ad18a9,-8.235966257612713,-79.01585052304202,SALAVERRY,,PER
904970dd,-5.76191633070428,-81.02368531068453,PE PUB,,PER
904970c3,-5.761997356508358,-81.01716986999853,PE PUB,,PER
91ad2205,-8.236989513667012,-79.02787378675539,SALAVERRY,,PER
904970c5,-5.756820067880655,-81.01845329661138,BAYOVAR,,PER
